Type,Model,GPU,Run,Metric,Value
API,llama-3.1-8b-instant,N/A,5,Energy,0.0
API,llama-3.1-8b-instant,N/A,6,Energy,0.0
API,llama-3.1-8b-instant,N/A,7,Energy,0.0
API,llama-3.1-8b-instant,N/A,8,Energy,0.0
API,llama-3.1-8b-instant,N/A,9,Energy,0.0
API,llama-3.1-8b-instant,N/A,10,Energy,0.0
API,llama-3.1-8b-instant,N/A,11,Energy,0.0
API,llama-3.1-8b-instant,N/A,12,Energy,0.0
API,llama-3.1-8b-instant,N/A,13,Energy,0.0
API,llama-3.1-8b-instant,N/A,14,Energy,0.0
API,llama-3.1-8b-instant,N/A,15,Energy,0.0
API,llama-3.1-8b-instant,N/A,16,Energy,0.0
API,llama-3.1-8b-instant,N/A,17,Energy,0.0
API,llama-3.1-8b-instant,N/A,18,Energy,0.0
API,llama-3.1-8b-instant,N/A,19,Energy,0.0
API,llama-3.1-8b-instant,N/A,20,Energy,0.0
API,llama-3.1-8b-instant,N/A,21,Energy,0.0
API,llama-3.1-8b-instant,N/A,22,Energy,0.0
API,llama-3.1-8b-instant,N/A,23,Energy,0.0
API,llama-3.1-8b-instant,N/A,24,Energy,0.0
API,llama-3.1-8b-instant,N/A,25,Energy,0.0
API,llama-3.1-8b-instant,N/A,26,Energy,0.0
API,llama-3.1-8b-instant,N/A,27,Energy,0.0
API,llama-3.1-8b-instant,N/A,28,Energy,0.0
API,llama-3.1-8b-instant,N/A,29,Energy,0.0
API,llama-3.1-8b-instant,N/A,30,Energy,0.0
API,llama-3.1-8b-instant,N/A,1,Time,00:05:46
API,llama-3.1-8b-instant,N/A,2,Time,00:05:47
API,llama-3.1-8b-instant,N/A,3,Time,00:05:42
API,llama-3.1-8b-instant,N/A,4,Time,00:05:58
API,llama-3.1-8b-instant,N/A,5,Time,00:05:38
API,llama-3.1-8b-instant,N/A,6,Time,00:40:50
API,llama-3.1-8b-instant,N/A,7,Time,00:44:45
API,llama-3.1-8b-instant,N/A,8,Time,00:46:33
API,llama-3.1-8b-instant,N/A,9,Time,00:43:48
API,llama-3.1-8b-instant,N/A,10,Time,00:40:39
API,llama-3.1-8b-instant,N/A,11,Time,00:07:47
API,llama-3.1-8b-instant,N/A,12,Time,00:07:01
API,llama-3.1-8b-instant,N/A,13,Time,00:05:43
API,llama-3.1-8b-instant,N/A,14,Time,00:09:16
API,llama-3.1-8b-instant,N/A,15,Time,00:35:37
API,llama-3.1-8b-instant,N/A,16,Time,00:35:38
API,llama-3.1-8b-instant,N/A,17,Time,00:35:44
API,llama-3.1-8b-instant,N/A,18,Time,00:35:41
API,llama-3.1-8b-instant,N/A,19,Time,00:35:31
API,llama-3.1-8b-instant,N/A,20,Time,00:35:30
API,llama-3.1-8b-instant,N/A,21,Time,00:05:47
API,llama-3.1-8b-instant,N/A,22,Time,00:05:41
API,llama-3.1-8b-instant,N/A,23,Time,00:20:15
API,llama-3.1-8b-instant,N/A,24,Time,00:32:16
API,llama-3.1-8b-instant,N/A,25,Time,00:33:21
API,llama-3.1-8b-instant,N/A,26,Time,00:33:15
API,llama-3.1-8b-instant,N/A,27,Time,00:31:48
API,llama-3.1-8b-instant,N/A,28,Time,00:42:13
API,llama-3.1-8b-instant,N/A,29,Time,00:39:28
API,llama-3.1-8b-instant,N/A,30,Time,00:33:27
